RTIID	GID	JURISID	COUNTY	NAME	YEAR	CITY	STATE	ZIP	STATEFIPS	CNTYCODE	STRATUM	FINALWT	DESIGNWT	CLASS	STATUS	CONFPOPJUNE	CONFPOPJUNE_FLAG	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEK_FLAG	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	UNCONV	UNCONV_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	OTHERFEDSPEC	OTHERFED	OTHERFED_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	OTHERHOLDTOT	OTHERHOLDTOT_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPM	ADPM_FLAG	ADPF	ADPF_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISM	ADMISM_FLAG	ADMISF	ADMISF_FLAG	ADMIS	ADMIS_FLAG	RELEASEM	RELEASEM_FLAG	RELEASEF	RELEASEF_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFM	CORRSTAFFM_FLAG	CORRSTAFFF	CORRSTAFFF_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFM	OTHERSTAFFM_FLAG	OTHERSTAFFF	OTHERSTAFFF_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG
10952552	441108108061000000000	441108108	HIDALGO COUNTY	HIDALGO COUNTY SHERIFF'S OFFICE	2016	EDINBURG	44	78542	48	48215	1	1.0546875	1	7	1	1086	0	1103	0	0	0	1103	0	1	0	15	1	400	1	950	0	100	0	33	0	20	0	1103	0	15	1	124	0	979	0	1103	0	624	1	479	1	 	0	1	1103	0	25	1	5	1	1063	1	0	1	10	1	0	1	0	1	 	0	1	0	1	1103	0	0	0	6	0	0	0	0	0	 	0	0	124	0	0	0	0	0	0	0	0	0	130	0	26	1114	0	988	0	99	0	1087	0	1232	0	15129	0	3869	0	18998	0	15000	1	5746	1	20746	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	317	1	284	1	33	1	46	1	22	1	24	1	363	0
10958381	441120120062000000000	441120120	JACKSON COUNTY	JACKSON COUNTY SHERIFFS OFFICE	2016	EDNA	44	77957	48	48239	9	9.29508197	9	19	1	56	0	46	0	0	0	46	0	0	0	-9	-9	1	0	40	0	6	0	0	0	0	0	46	0	0	0	15	0	31	0	46	0	34	0	7	0	CHILD SUPPORT	5	0	46	0	17	0	10	0	19	0	0	0	0	0	0	0	0	0	 	0	0	0	0	46	0	0	0	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	71	0	53	0	8	0	61	0	77	0	739	0	221	0	960	0	712	0	215	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	16	0	10	0	6	0	1	0	1	0	0	0	17	0
10952565	441123123061000000000	441123123	JEFFERSON COUNTY	JEFFERSON COUNTY SHERIFFS OFFICE	2016	BEAUMONT	44	77701	48	48245	1	1.05357143	1	8	1	818	0	670	0	0	0	670	0	1	0	1	0	8	0	569	0	95	0	5	0	1	0	670	0	6	0	235	0	435	0	670	0	526	0	144	0	 	0	0	670	0	201	0	415	0	51	0	0	0	3	0	0	0	0	0	 	0	0	0	0	670	0	4	0	42	0	26	0	0	0	 	0	0	79	0	0	0	0	0	16	0	0	0	167	0	2	750	0	690	0	114	0	804	0	1215	1	12608	0	4186	0	16794	0	12700	0	4204	0	16904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	201	0	104	0	97	0	32	0	19	0	13	0	233	0
10958890	448123123061000000000	441123123	JEFFERSON COUNTY	JEFFERSON COUNTY DOWNTOWN DETENTION CENTER - LA SALLE	2016	BEAUMONT	44	77701	48	48245	1	1.05357143	1	8	1	248	0	333	0	0	0	333	0	0	0	-9	-9	0	0	313	0	20	0	0	0	0	0	333	0	0	0	0	0	333	0	333	0	286	0	47	0	 	0	0	333	0	76	1	163	1	93	1	0	0	1	0	0	0	0	0	 	0	0	0	0	333	0	140	0	2	0	0	0	0	0	 	0	0	0	0	0	0	0	0	191	0	0	0	333	0	19	333	0	226	0	24	0	250	0	501	0	1321	0	166	0	1487	0	1127	0	161	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	46	0	23	0	23	0	13	0	5	0	8	0	59	0
10958385	441126126061000000000	441126126	JOHNSON COUNTY	JOHNSON COUNTY SHERIFFS OFFICE	2016	CLEBURNE	44	76031	48	48251	1	1.05357143	1	8	1	754	1	777	1	0	0	777	1	1	0	32	1	287	1	661	1	115	1	1	1	0	1	777	1	1	1	102	1	675	1	777	1	407	1	58	1	Federal (ICE & U.S. Marshalls)	312	1	777	1	370	1	46	1	71	1	0	1	0	1	0	1	0	1	287 male Immigration detainees	287	1	3	1	777	1	25	1	0	1	315	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	340	1	16	809	1	680	1	108	1	788	1	871	1	7543	1	1640	1	9183	1	6495	1	1512	1	8007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	157	1	91	1	66	1	55	1	13	1	42	1	212	1
10958388	441129129061000000000	441129129	KAUFMAN COUNTY	KAUFMAN COUNTY SHERIFFS OFFICE	2016	KAUFMAN	44	75142	48	48257	7	1.30404508	1.27884614	17	1	463	0	402	0	0	0	402	0	1	0	2	0	11	1	345	0	56	0	1	1	0	0	402	0	1	1	106	1	296	1	402	0	255	1	43	1	traffic offenses/Federal contract inmates	104	1	402	0	264	0	127	0	11	0	0	0	0	0	0	0	0	0	 	0	0	0	0	402	0	102	0	0	0	0	0	0	0	 	0	0	28	0	0	0	0	0	2	0	0	0	132	0	4	453	0	344	0	74	0	418	0	535	0	4445	0	1369	0	5814	0	4408	0	1365	0	5773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	105	0	68	0	37	0	0	0	0	0	0	0	105	0
10958389	441130130061000000000	441130130	KENDALL COUNTY	KENDALL COUNTY SHERIFFS OFFICE	2016	BOERNE	44	78006	48	48259	9	9.29508197	9	19	1	52	0	55	0	0	0	55	0	0	0	-9	-9	3	0	48	0	7	0	0	0	0	0	55	0	0	0	7	1	48	1	55	0	50	1	5	1	 	0	0	55	0	21	1	4	0	30	1	0	0	0	0	0	0	0	0	 	0	0	0	0	55	0	0	0	0	0	3	0	0	0	 	0	0	2	1	0	0	0	0	0	0	0	0	5	1	18	56	0	52	1	6	1	58	0	54	0	1156	0	340	0	1496	0	1104	0	329	0	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	19	0	14	0	5	0	3	0	1	0	2	0	22	0
10958390	441133133062000000000	441133133	KERR COUNTY	KERR COUNTY SHERIFFS OFFICE	2016	KERRVILLE	44	78028	48	48265	8	5.15508193	4.90361452	18	1	188	1	160	1	0	1	160	0	0	0	-9	-9	1	1	131	1	29	1	0	1	0	1	160	1	0	0	36	1	124	1	160	1	138	1	22	1	 	0	1	160	1	80	1	20	1	60	1	0	1	0	1	0	1	0	1	 	0	1	0	1	160	1	0	1	2	1	1	1	0	1	 	0	1	36	1	0	1	0	1	0	0	0	0	39	1	14	176	1	143	1	27	1	170	1	192	0	2203	1	764	1	2967	1	2167	1	759	1	2926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	29	1	21	1	8	1	8	1	2	1	6	1	37	1
10958393	441137137061000000000	441137137	KLEBERG COUNTY	KLEBERG COUNTY SHERIFFS OFFICE	2016	KINGSVILLE	44	78363	48	48273	8	5.15508193	4.90361452	18	1	90	0	81	0	0	0	81	0	0	0	-9	-9	1	0	70	0	11	0	0	0	0	0	81	0	0	0	20	0	61	0	81	0	74	0	7	0	 	0	0	81	0	18	0	4	0	59	0	0	0	0	0	0	0	0	0	 	0	0	0	0	81	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	101	0	75	0	15	0	90	0	160	0	1850	0	567	0	2417	0	1852	0	569	0	2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	35	0	29	1	6	1	1	0	0	0	1	0	36	0
10958404	441150150061000000000	441150150	LLANO COUNTY	LLANO COUNTY SHERIFFS OFFICE	2016	LLANO	44	78643	48	48299	9	9.29508197	9	19	1	43	0	41	0	0	0	41	0	0	0	-9	-9	1	0	33	0	8	0	0	0	0	0	41	0	0	0	7	0	34	0	41	0	40	0	1	0	 	0	0	41	0	36	0	0	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	41	0	0	0	0	0	0	0	0	0	 	0	0	2	0	1	0	0	0	0	0	0	0	3	0	30	42	0	36	1	7	0	43	0	54	0	1120	1	480	1	1600	1	1095	1	365	1	1460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	7	0	5	0	0	0	0	0	0	0	12	0
10958405	441152152062000000000	441152152	LUBBOCK COUNTY	LUBBOCK COUNTY DETENTION CENTER	2016	LUBBOCK	44	79403	48	48303	1	1.0546875	1	7	1	1081	0	1050	0	14	0	1064	0	1	0	12	0	2	0	870	0	179	0	1	0	0	0	1050	0	1	0	67	0	983	0	1050	0	847	0	109	0	contract inmates	94	0	1050	0	322	0	216	0	507	0	0	0	1	0	0	0	0	0	 	0	0	4	0	1050	0	36	0	0	0	0	0	0	0	 	0	0	23	0	0	0	0	0	11	0	0	0	70	0	2	1112	0	926	0	190	0	1116	0	1512	0	14371	0	2943	0	17314	0	14382	0	2946	0	17328	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	 	0	0	14	0	286	0	193	0	93	0	63	0	18	0	45	0	349	0
10958408	441155155061000000000	441155155	MCLENNAN COUNTY	MCLENNAN COUNTY SHERIFFS OFFICE	2016	WACO	44	76701	48	48309	1	1.0546875	1	7	1	839	0	754	0	0	0	754	0	1	0	43	0	0	0	658	0	89	0	7	0	0	0	754	0	7	0	306	0	448	0	754	0	558	0	192	0	Federal  Out of State  Out of County  Contempt of	4	0	754	0	282	0	293	0	178	0	0	0	0	0	0	0	0	0	 	0	0	1	0	754	0	4	0	0	0	0	0	0	0	 	0	0	25	0	2	0	0	0	1	0	0	0	32	0	4	813	0	700	1	90	1	790	1	941	0	7844	0	3146	0	10990	0	8110	1	3206	1	11316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	158	0	110	0	48	0	74	0	28	0	46	0	232	0
10958891	448155155061000000000	441155155	MCLENNAN COUNTY	JACK HARWELL DETENTION CENTER - LASALLE	2016	WACO	44	76705	48	48309	1	1.0546875	1	7	1	673	0	661	0	0	0	661	0	0	0	-9	-9	4	0	504	0	157	0	0	0	0	0	661	0	0	0	198	1	463	1	661	0	562	1	99	1	 	0	0	661	0	200	1	260	1	175	1	0	1	1	1	0	1	10	1	 	0	1	15	1	661	0	187	0	6	0	4	0	0	0	 	0	0	0	0	0	0	0	0	464	0	0	0	661	0	13	694	0	493	1	164	1	657	0	816	0	3580	0	1213	0	4793	0	3509	0	1161	0	4670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	102	0	56	0	46	0	29	0	6	0	23	0	131	0
10958413	441161161061000000000	441161161	MATAGORDA COUNTY	MATAGORDA COUNTY SHERIFFS OFFICE	2016	BAY CITY	44	77414	48	48321	8	5.15508193	4.90361452	18	1	116	0	96	1	0	0	96	0	1	0	2	1	1	1	81	1	15	1	0	0	0	0	96	1	0	0	60	1	36	1	96	1	76	1	20	1	 	0	1	96	1	73	3	0	3	23	3	0	3	0	3	0	3	0	3	 	0	3	0	3	96	1	0	3	0	3	8	3	0	3	 	0	3	0	3	0	3	0	3	15	3	0	3	23	3	-9	-9	-9	77	3	19	3	96	3	184	3	1650	3	387	3	2037	3	1343	3	388	3	1731	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	46	3	31	3	15	3	0	3	0	3	0	3	46	3
10958417	441165165061000000000	441165165	MARTIN COUNTY, MIDLAND COUNTY	MIDLAND COUNTY SHERIFF'S OFFICE	2016	MIDLAND	44	79702	48	48329	7	1.30404508	1.27884614	17	1	445	0	416	0	0	0	416	0	1	0	8	0	17	0	351	0	7	0	0	0	58	0	416	0	7	0	16	0	400	0	416	0	400	0	16	0	 	0	0	416	0	209	0	74	0	129	0	0	0	4	1	0	0	0	0	 	0	0	0	0	416	0	0	0	0	0	0	0	0	0	 	0	0	27	0	0	0	0	0	0	0	0	0	27	0	31	416	0	349	0	53	0	402	0	500	0	11118	0	3434	0	14552	0	10991	0	3854	0	14845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	71	0	45	1	26	1	39	0	16	1	23	1	110	0
10958421	441169169062000000000	441169169	MONTAGUE COUNTY	MONTAGUE COUNTY SHERIFFS OFFICE	2016	MONTAGUE	44	76251	48	48337	9	9.29508197	9	19	1	74	0	53	0	0	0	53	0	0	0	-9	-9	2	0	47	0	6	0	0	0	0	0	53	0	0	0	3	0	50	0	53	0	43	0	10	0	 	0	0	53	0	47	1	3	1	3	1	0	0	0	0	0	0	0	0	 	0	0	0	0	53	0	1	0	0	0	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	62	0	50	1	10	1	60	1	101	0	1284	1	530	1	1814	1	1190	1	525	1	1715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	0	12	0	9	0	1	0	0	0	1	0	22	0
10952605	441170170061000000000	441170170	MONTGOMERY COUNTY	MONTGOMERY COUNTY SHERIFFS OFFICE	2016	CONROE	44	77301	48	48339	1	1.0546875	1	7	1	992	0	878	0	0	0	878	0	1	0	7	0	56	0	738	0	131	0	9	0	0	0	878	0	9	0	194	2	684	2	878	0	766	2	76	2	Bench  Civil  OOS  OOC  ICE	36	2	878	0	636	2	135	2	94	2	1	0	9	0	1	0	0	0	 	0	0	2	0	878	0	0	0	0	0	2	0	0	0	 	0	0	0	0	0	0	0	0	4	0	2	0	8	0	7	939	0	765	0	180	0	945	0	1253	0	14223	0	4698	0	18921	0	14279	0	4728	0	19007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	256	0	199	0	57	0	25	0	6	0	19	0	281	0
10958428	441178178061000000000	441178178	ARANSAS COUNTY, KLEBERG COUNTY, NUECES COUNTY, SAN PATRICIO COUNTY	NUECES COUNTY SHERIFFS OFFICE	2016	CORPUS CHRISTI	44	78401	48	48355	1	1.05357143	1	8	1	1020	0	1058	1	462	1	1520	1	1	0	10	1	0	1	863	1	175	1	18	1	2	1	1058	1	20	1	558	1	500	1	1058	1	133	1	925	1	 	0	1	1058	1	225	1	75	1	750	1	0	1	8	1	0	0	0	0	 	0	1	0	1	1058	1	17	1	0	0	0	0	0	0	 	0	1	0	1	0	1	0	0	20	1	2	1	39	1	12	1072	1	891	1	153	1	1044	1	1068	1	14051	1	4326	1	18377	1	13218	1	4101	1	17319	1	0	1	0	1	162	1	300	1	0	1	0	1	0	1	 	0	1	462	1	206	1	151	1	55	1	33	1	11	1	22	1	239	0
10958430	441180180061000000000	441180180	OLDHAM COUNTY	OLDHAM COUNTY SHERIFFS OFFICE	2016	VEGA	44	79092	48	48359	10	15.15689616	14.89999962	20	1	2	0	6	0	0	0	6	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	3	0	3	0	6	0	2	0	4	0	 	0	0	6	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	6	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6	0	3	0	1	0	4	0	10	0	131	0	20	0	151	0	123	0	20	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	10	0	5	0	5	0	0	0	0	0	0	0	10	0
10958433	441183183061000000000	441183183	PANOLA COUNTY	PANOLA COUNTY SHERIFFS OFFICE	2016	CARTHAGE	44	75633	48	48365	9	9.29508197	9	19	1	60	0	64	0	0	0	64	0	1	0	0	0	1	0	49	0	15	0	0	0	0	0	64	0	0	0	12	0	52	0	64	0	25	0	39	0	 	0	0	64	0	41	0	22	0	0	0	0	0	0	0	1	0	0	0	 	0	0	0	0	64	0	0	0	0	0	2	0	0	0	 	0	0	7	0	0	0	0	0	2	0	0	0	11	0	31	64	0	46	0	18	0	64	0	160	0	802	0	301	0	1103	0	802	0	296	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	27	0	16	0	11	0	0	0	0	0	0	0	27	0
10958437	441187187061000000000	441187187	POLK COUNTY	POLK COUNTY SHERIFFS OFFICE	2016	LIVINGSTON	44	77351	48	48373	1	1.05357143	1	8	1	208	0	208	0	0	0	208	0	1	0	2	0	0	0	160	0	48	0	0	0	0	0	208	0	0	0	13	0	195	0	208	0	127	0	81	0	 	0	0	208	0	173	0	32	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	208	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	3	0	0	0	3	0	29	215	0	145	0	56	0	201	0	367	0	2236	0	902	0	3138	0	2225	0	864	0	3089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	19	0	15	0	12	0	7	0	5	0	46	0
10958882	448187187060100000000	441187187	POLK COUNTY	IAH Secure Adult Detention Facility - MTC	2016	LIVINGSTON	44	77351	48	48373	1	1.05357143	1	8	1	1036	0	1001	0	0	0	1001	0	1	0	121	0	981	0	1001	0	0	0	0	0	0	0	1001	0	0	0	0	0	1001	0	1001	0	20	0	0	0	Immigration Charge	981	0	1001	0	5	1	10	1	986	1	0	0	0	0	0	0	0	0	 	0	0	0	0	1001	0	20	0	0	0	981	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	1001	0	18	1028	0	734	0	0	0	734	0	1032	0	6219	0	0	0	6219	0	5609	0	0	0	5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	103	0	52	0	51	0	36	0	13	0	23	0	139	0
10958438	441188188061000000000	441188188	POTTER COUNTY, RANDALL COUNTY	POTTER COUNTY SHERIFFS OFFICE	2016	AMARILLO	44	79101	48	48375	7	1.30404508	1.27884614	17	1	447	0	520	0	1	0	521	0	1	0	7	0	19	0	427	0	93	0	0	0	0	0	520	0	0	0	130	1	390	1	520	0	376	1	144	1	 	0	0	520	0	387	1	28	1	105	1	0	0	0	0	0	0	0	0	 	0	0	0	0	520	0	0	0	0	0	19	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	19	0	16	535	0	409	0	86	0	495	0	599	0	4690	0	1622	0	6312	0	4638	0	1606	0	6244	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	1	0	99	0	67	0	32	0	121	0	84	0	37	0	220	0
10958447	441199199061000000000	441199199	ROCKWALL COUNTY	ROCKWALL COUNTY SHERIFFS OFFICE	2016	ROCKWALL	44	75087	48	48397	8	5.15508193	4.90361452	18	1	182	0	182	0	0	0	182	0	1	0	1	0	11	0	140	1	41	1	1	1	0	1	182	0	1	1	29	1	153	1	182	0	136	1	42	1	Parole/Bench Warrant	4	1	182	0	113	0	38	0	31	0	0	0	0	0	0	0	0	0	 	0	0	0	0	182	0	5	0	0	0	13	1	0	0	 	0	0	35	0	0	0	0	0	58	0	0	0	111	0	1	185	0	156	0	40	0	196	0	243	0	3273	0	1058	0	4331	0	3236	1	913	1	4149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	64	0	15	0	49	0	14	0	2	0	12	0	78	0
10958460	441212212060000015500	441212212	SMITH COUNTY	SMITH COUNTY SHERIFF'S OFFICE	2016	TYLER	44	75702	48	48423	1	1.05357143	1	8	1	681	0	640	0	0	0	640	0	1	0	5	1	13	0	513	0	118	0	8	0	1	0	640	0	9	0	299	0	341	0	640	0	415	0	144	0	Parole Violators  Bench Warrants	81	0	640	0	286	0	233	0	89	0	0	0	0	0	0	0	2	0	 	0	0	30	0	640	0	12	0	4	0	15	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	31	0	2	792	0	604	0	153	0	757	0	1140	0	6592	0	2400	0	8992	0	6775	0	2461	0	9236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	198	0	133	0	65	0	17	0	7	0	10	0	215	0
10958463	441215215061000000000	441215215	STEPHENS COUNTY	STEPHENS COUNTY SHERIFFS OFFICE	2016	BRECKENRIDGE	44	76424	48	48429	9	9.29508197	9	19	1	47	0	29	0	0	0	29	0	1	0	0	0	1	0	20	0	8	0	1	0	0	0	29	0	1	0	0	0	29	0	29	0	22	0	7	0	 	0	0	29	0	22	0	1	0	6	0	0	0	0	0	0	0	0	0	 	0	0	0	0	29	0	0	0	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	34	0	35	1	12	1	47	1	48	0	385	0	136	0	521	0	392	0	133	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	10	0	5	0	5	0	2	0	2	0	0	0	12	0
10958466	441219219061000000000	441219219	SWISHER COUNTY	SWISHER COUNTY SHERIFFS OFFICE	2016	TULIA	44	79088	48	48437	10	15.15689616	14.89999962	20	1	1	0	15	0	0	0	15	0	0	0	-9	-9	0	0	12	0	3	0	0	0	0	0	15	0	0	0	0	0	15	0	15	0	10	0	5	0	 	0	0	15	0	6	0	3	0	6	0	0	0	0	0	0	0	0	0	 	0	0	0	0	15	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	31	0	5	2	2	2	7	2	19	0	212	0	72	0	284	0	208	0	69	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	6	0	2	0	4	0	2	0	2	0	0	0	8	0
10952651	441220220060000015600	441220220	DENTON COUNTY, PARKER COUNTY, TARRANT COUNTY, WISE COUNTY	TARRANT COUNTY SHERIFFS DEPARTMENT	2016	FORT WORTH	44	76196	48	48439	1	1.0546875	1	7	1	3271	0	3230	0	0	0	3230	0	1	0	84	0	157	0	2709	0	488	0	29	0	4	0	3230	0	33	0	1005	0	2225	0	3230	0	2644	0	586	0	 	0	0	3230	0	179	3	1645	3	1398	3	0	3	5	3	0	3	0	3	 	0	3	3	3	3230	0	44	0	0	0	157	0	0	0	 	0	0	105	0	9	0	0	0	19	0	0	0	334	0	11	3587	0	2722	0	558	0	3280	0	5004	0	30075	1	6160	1	36235	1	28760	1	5870	1	34630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	588	0	374	0	214	0	259	0	141	0	118	0	847	0
10958471	441226226061000000000	441226226	TOM GREEN COUNTY	TOM GREEN COUNTY SHERIFFS OFFICE	2016	SAN ANGELO	44	76903	48	48451	7	1.30404508	1.27884614	17	1	453	0	461	0	0	0	461	0	0	0	-9	-9	3	0	360	0	101	0	0	0	0	0	461	0	0	0	109	0	352	0	461	0	396	0	62	0	Bench Warrant	3	0	461	0	191	1	39	1	230	1	1	1	0	0	0	0	0	0	 	0	0	0	0	461	0	7	0	0	0	0	0	0	0	US Military	1	0	0	0	0	0	0	0	8	0	0	0	16	0	28	480	0	372	0	87	0	459	0	449	0	5281	0	1894	0	7175	0	5228	0	1883	0	7111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	95	0	56	0	39	0	3	0	1	0	2	0	98	0
10952657	441227227060000015700	441227227	HAYS COUNTY, TRAVIS COUNTY, WILLIAMSON COUNTY	TRAVIS COUNTY SHERIFF'S OFFICE	2016	AUSTIN	44	78751	48	48453	1	1.0546875	1	7	1	2663	0	2488	0	73	0	2561	0	0	0	-9	-9	0	1	2125	0	335	0	26	0	2	0	2488	0	21	0	572	1	1916	1	2488	0	2069	0	419	0	 	0	0	2488	0	827	0	797	0	851	0	1	0	9	0	0	0	0	0	 	0	0	3	0	2488	0	0	0	0	0	2	0	0	0	 	0	0	5	0	0	0	0	0	9	0	0	0	16	0	29	2538	0	2152	1	379	1	2531	1	3167	0	35791	0	11096	0	46887	0	35681	0	11015	0	46696	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	 	0	0	73	0	725	0	548	0	177	0	227	0	89	0	138	0	952	0
10958478	441235235061000000000	441235235	VICTORIA COUNTY	VICTORIA COUNTY SHERIFFS OFFICE	2016	VICTORIA	44	77901	48	48469	7	1.30404508	1.27884614	17	1	427	0	367	0	0	0	367	0	1	0	6	1	1	1	310	0	57	0	0	0	0	0	367	0	0	0	105	1	262	1	367	0	208	0	106	1	Contempt of Court	53	0	367	0	115	0	58	0	193	0	0	0	1	0	0	0	0	0	 	0	0	0	0	367	0	44	0	0	0	1	0	0	0	 	0	0	43	1	0	0	0	0	0	0	0	0	88	0	1	389	0	337	1	67	0	404	0	532	0	4716	1	1572	1	6288	1	4719	1	1573	1	6292	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	98	1	74	0	24	0	6	0	4	0	2	0	104	1
10958480	441237237061000000000	441237237	WALLER COUNTY	WALLER COUNTY SHERIFF'S OFFICE	2016	HEMPSTEAD	44	77445	48	48473	9	9.29508197	9	19	1	64	0	66	0	0	0	66	0	1	0	1	0	10	0	61	0	5	0	0	0	0	0	66	0	0	0	13	0	53	0	66	0	48	0	15	0	child support	3	0	66	0	15	0	37	0	14	0	0	0	0	0	0	0	0	0	 	0	0	0	0	66	0	1	0	1	0	1	0	0	0	 	0	0	3	0	0	0	0	0	0	0	0	0	6	0	1	75	0	65	0	6	0	71	0	106	0	1556	0	372	0	1928	0	1556	0	372	0	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	0	16	0	5	0	4	0	1	0	3	0	25	0
